# KPI基準定義 正本（2026-08-10 ユーザーより提示）
# このファイルはシステムに投入されている値の突合用の「正本」である。
# DBの内容がこのファイルと食い違う場合、このファイルが正しい。
#
# ============================================================
# 【1】ランク基準テーブル（33項目 × 5ランク = 165行）
# 列: 項目No / 項目名 / ランク / 基準（表示用） / 下限 / 上限 / 境界の判定条件 / 単位 / 評価方向 / A水準の型 / 制御可能性 / 対象等級 / 検索キー
# 空欄は「なし」を意味する（下限なし＝下限側の制約なし、上限なし＝上限側の制約なし）
# ============================================================
18	家族面談実施率	A	100%以上	100		100 ≦ x	%	高いほど良い	完全達成型	内部完結	Chief／AM／Manager	18-A
18	家族面談実施率	B	90%以上 100%未満	90	100	90 ≦ x < 100	%	高いほど良い			Chief／AM／Manager	18-B
18	家族面談実施率	C	80%以上 90%未満	80	90	80 ≦ x < 90	%	高いほど良い			Chief／AM／Manager	18-C
18	家族面談実施率	D	70%以上 80%未満	70	80	70 ≦ x < 80	%	高いほど良い			Chief／AM／Manager	18-D
18	家族面談実施率	E	70%未満		70	x < 70	%	高いほど良い			Chief／AM／Manager	18-E
19	利用者継続率	A	95%以上	95		95 ≦ x	%	高いほど良い	高水準型	外部影響	Chief／AM／Manager	19-A
19	利用者継続率	B	90%以上 95%未満	90	95	90 ≦ x < 95	%	高いほど良い			Chief／AM／Manager	19-B
19	利用者継続率	C	85%以上 90%未満	85	90	85 ≦ x < 90	%	高いほど良い			Chief／AM／Manager	19-C
19	利用者継続率	D	80%以上 85%未満	80	85	80 ≦ x < 85	%	高いほど良い			Chief／AM／Manager	19-D
19	利用者継続率	E	80%未満		80	x < 80	%	高いほど良い			Chief／AM／Manager	19-E
20	研修参加率	A	100%以上	100		100 ≦ x	%	高いほど良い	完全達成型	内部完結	Regular／Chief／AM／Manager	20-A
20	研修参加率	B	90%以上 100%未満	90	100	90 ≦ x < 100	%	高いほど良い			Regular／Chief／AM／Manager	20-B
20	研修参加率	C	80%以上 90%未満	80	90	80 ≦ x < 90	%	高いほど良い			Regular／Chief／AM／Manager	20-C
20	研修参加率	D	70%以上 80%未満	70	80	70 ≦ x < 80	%	高いほど良い			Regular／Chief／AM／Manager	20-D
20	研修参加率	E	70%未満		70	x < 70	%	高いほど良い			Regular／Chief／AM／Manager	20-E
21	支援計画実施率	A	100%以上	100		100 ≦ x	%	高いほど良い	完全達成型	内部完結	Regular／Chief／AM／Manager	21-A
21	支援計画実施率	B	95%以上 100%未満	95	100	95 ≦ x < 100	%	高いほど良い			Regular／Chief／AM／Manager	21-B
21	支援計画実施率	C	90%以上 95%未満	90	95	90 ≦ x < 95	%	高いほど良い			Regular／Chief／AM／Manager	21-C
21	支援計画実施率	D	80%以上 90%未満	80	90	80 ≦ x < 90	%	高いほど良い			Regular／Chief／AM／Manager	21-D
21	支援計画実施率	E	80%未満		80	x < 80	%	高いほど良い			Regular／Chief／AM／Manager	21-E
22	ヒヤリハット提出件数	A	130%以上	130		130 ≦ x	%	高いほど良い	基準超過型	内部完結	AM／Manager	22-A
22	ヒヤリハット提出件数	B	100%以上 130%未満	100	130	100 ≦ x < 130	%	高いほど良い			AM／Manager	22-B
22	ヒヤリハット提出件数	C	80%以上 100%未満	80	100	80 ≦ x < 100	%	高いほど良い			AM／Manager	22-C
22	ヒヤリハット提出件数	D	60%以上 80%未満	60	80	60 ≦ x < 80	%	高いほど良い			AM／Manager	22-D
22	ヒヤリハット提出件数	E	60%未満		60	x < 60	%	高いほど良い			AM／Manager	22-E
23	利用者・保護者アンケート	A	90%以上	90		90 ≦ x	%	高いほど良い	高水準型	外部影響	Chief／AM／Manager	23-A
23	利用者・保護者アンケート	B	80%以上 90%未満	80	90	80 ≦ x < 90	%	高いほど良い			Chief／AM／Manager	23-B
23	利用者・保護者アンケート	C	70%以上 80%未満	70	80	70 ≦ x < 80	%	高いほど良い			Chief／AM／Manager	23-C
23	利用者・保護者アンケート	D	60%以上 70%未満	60	70	60 ≦ x < 70	%	高いほど良い			Chief／AM／Manager	23-D
23	利用者・保護者アンケート	E	60%未満		60	x < 60	%	高いほど良い			Chief／AM／Manager	23-E
24	利益率	A	105%以上	105		105 ≦ x	%	高いほど良い	計画超過型	外部影響	AM／Manager	24-A
24	利益率	B	100%以上 105%未満	100	105	100 ≦ x < 105	%	高いほど良い			AM／Manager	24-B
24	利益率	C	95%以上 100%未満	95	100	95 ≦ x < 100	%	高いほど良い			AM／Manager	24-C
24	利益率	D	90%以上 95%未満	90	95	90 ≦ x < 95	%	高いほど良い			AM／Manager	24-D
24	利益率	E	90%未満		90	x < 90	%	高いほど良い			AM／Manager	24-E
25	品質	A	100%以上	100		100 ≦ x	%	高いほど良い	完全達成型	内部完結	Chief／AM／Manager	25-A
25	品質	B	95%以上 100%未満	95	100	95 ≦ x < 100	%	高いほど良い			Chief／AM／Manager	25-B
25	品質	C	90%以上 95%未満	90	95	90 ≦ x < 95	%	高いほど良い			Chief／AM／Manager	25-C
25	品質	D	80%以上 90%未満	80	90	80 ≦ x < 90	%	高いほど良い			Chief／AM／Manager	25-D
25	品質	E	80%未満		80	x < 80	%	高いほど良い			Chief／AM／Manager	25-E
26	チームワーク	A	3点（模範）	3		3 ≦ x	点	高いほど良い	上限到達型	内部完結	Regular／Chief／AM／Manager	26-A
26	チームワーク	B	2点（信頼）	2	3	2 ≦ x < 3	点	高いほど良い			Regular／Chief／AM／Manager	26-B
26	チームワーク	C	1点（安定）	1	2	1 ≦ x < 2	点	高いほど良い			Regular／Chief／AM／Manager	26-C
26	チームワーク	D	0点（不安定）	0	1	0 ≦ x < 1	点	高いほど良い			Regular／Chief／AM／Manager	26-D
26	チームワーク	E	-1点（悪影響）		0	x < 0	点	高いほど良い			Regular／Chief／AM／Manager	26-E
27	改善提案	A	9件以上	9		9 ≦ x	件	多いほど良い	基準超過型	内部完結	Regular／Chief／AM／Manager	27-A
27	改善提案	B	6件以上 9件未満	6	9	6 ≦ x < 9	件	多いほど良い			Regular／Chief／AM／Manager	27-B
27	改善提案	C	3件以上 6件未満	3	6	3 ≦ x < 6	件	多いほど良い			Regular／Chief／AM／Manager	27-C
27	改善提案	D	1件以上 3件未満	1	3	1 ≦ x < 3	件	多いほど良い			Regular／Chief／AM／Manager	27-D
27	改善提案	E	1件未満		1	x < 1	件	多いほど良い			Regular／Chief／AM／Manager	27-E
28	顧客満足度	A	90%以上	90		90 ≦ x	%	高いほど良い	高水準型	外部影響	AM／Manager	28-A
28	顧客満足度	B	80%以上 90%未満	80	90	80 ≦ x < 90	%	高いほど良い			AM／Manager	28-B
28	顧客満足度	C	70%以上 80%未満	70	80	70 ≦ x < 80	%	高いほど良い			AM／Manager	28-C
28	顧客満足度	D	60%以上 70%未満	60	70	60 ≦ x < 70	%	高いほど良い			AM／Manager	28-D
28	顧客満足度	E	60%未満		60	x < 60	%	高いほど良い			AM／Manager	28-E
29	納期厳守	A	100%以上	100		100 ≦ x	%	高いほど良い	完全達成型	内部完結	Regular／Chief／AM／Manager	29-A
29	納期厳守	B	98%以上 100%未満	98	100	98 ≦ x < 100	%	高いほど良い			Regular／Chief／AM／Manager	29-B
29	納期厳守	C	95%以上 98%未満	95	98	95 ≦ x < 98	%	高いほど良い			Regular／Chief／AM／Manager	29-C
29	納期厳守	D	90%以上 95%未満	90	95	90 ≦ x < 95	%	高いほど良い			Regular／Chief／AM／Manager	29-D
29	納期厳守	E	90%未満		90	x < 90	%	高いほど良い			Regular／Chief／AM／Manager	29-E
30	リピート率	A	80%以上	80		80 ≦ x	%	高いほど良い	高水準型	外部影響	Chief／AM／Manager	30-A
30	リピート率	B	70%以上 80%未満	70	80	70 ≦ x < 80	%	高いほど良い			Chief／AM／Manager	30-B
30	リピート率	C	60%以上 70%未満	60	70	60 ≦ x < 70	%	高いほど良い			Chief／AM／Manager	30-C
30	リピート率	D	50%以上 60%未満	50	60	50 ≦ x < 60	%	高いほど良い			Chief／AM／Manager	30-D
30	リピート率	E	50%未満		50	x < 50	%	高いほど良い			Chief／AM／Manager	30-E
31	ミス件数	A	0件（発生なし）		0	x ≦ 0	件	少ないほど良い（逆転指標）	ゼロ型	内部完結	Regular／Chief／AM／Manager	31-A
31	ミス件数	B	1件	0	1	0 < x ≦ 1	件	少ないほど良い（逆転指標）			Regular／Chief／AM／Manager	31-B
31	ミス件数	C	2〜3件	1	3	1 < x ≦ 3	件	少ないほど良い（逆転指標）			Regular／Chief／AM／Manager	31-C
31	ミス件数	D	4〜6件	3	6	3 < x ≦ 6	件	少ないほど良い（逆転指標）			Regular／Chief／AM／Manager	31-D
31	ミス件数	E	7件以上	6		6 < x	件	少ないほど良い（逆転指標）			Regular／Chief／AM／Manager	31-E
32	チーム目標達成率	A	100%以上	100		100 ≦ x	%	高いほど良い	完全達成型	内部完結	Regular／Chief／AM／Manager	32-A
32	チーム目標達成率	B	80%以上 100%未満	80	100	80 ≦ x < 100	%	高いほど良い			Regular／Chief／AM／Manager	32-B
32	チーム目標達成率	C	60%以上 80%未満	60	80	60 ≦ x < 80	%	高いほど良い			Regular／Chief／AM／Manager	32-C
32	チーム目標達成率	D	40%以上 60%未満	40	60	40 ≦ x < 60	%	高いほど良い			Regular／Chief／AM／Manager	32-D
32	チーム目標達成率	E	40%未満		40	x < 40	%	高いほど良い			Regular／Chief／AM／Manager	32-E
33	契約件数	A	105%以上	105		105 ≦ x	%	高いほど良い	計画超過型	外部影響	Chief／AM／Manager	33-A
33	契約件数	B	100%以上 105%未満	100	105	100 ≦ x < 105	%	高いほど良い			Chief／AM／Manager	33-B
33	契約件数	C	95%以上 100%未満	95	100	95 ≦ x < 100	%	高いほど良い			Chief／AM／Manager	33-C
33	契約件数	D	90%以上 95%未満	90	95	90 ≦ x < 95	%	高いほど良い			Chief／AM／Manager	33-D
33	契約件数	E	90%未満		90	x < 90	%	高いほど良い			Chief／AM／Manager	33-E

# ============================================================
# 【2】ランクの意味
# A = 昇給要件を満たす（8項目すべてAで昇給）
# B = Aに一歩届かない水準。この項目がBなら昇給は見送り
# C = 必達ライン／現状維持
# D = 要改善
# E = 未達
# ============================================================

# ============================================================
# 【3】境界ルール（重要・重複や欠落があってはならない）
# 通常の指標（高いほど良い / 多いほど良い）: 下限以上・上限未満 （下限 ≦ x < 上限）
# 逆転指標（低いほど良い / 少ないほど良い）: 下限超・上限以下 （下限 < x ≦ 上限）
# 逆転指標は No.8 残業率 / No.15 欠員日数 / No.31 ミス件数 の3項目のみ
# ============================================================

# ============================================================
# 【4】A水準の型の内訳（33項目の合計と一致すること）
# 完全達成型 14項目（A＝100%）
# 計画超過型 6項目（A＝105%）
# 高水準型 6項目（A＝80〜95%）
# 基準超過型 3項目
# ゼロ型 2項目
# 上限到達型 1項目
# 予算削減型 1項目
# ============================================================

# ============================================================
# 【5】制御可能性
# 内部完結（21項目）: No.1,2,3,4,6,7,8,12,15,16,17,18,20,21,22,25,26,27,29,31,32
# 外部影響（12項目）: No.5,9,10,11,13,14,19,23,24,28,30,33
# 選定の目安: 外部影響型は8項目中3項目までを推奨
# ============================================================

# ============================================================
# 【6】実績値の計算式（設問IDで表記）
# ============================================================
1	等級要件達成率	個人実績	%	q1_1 ÷ 【等級別の半期目標設定上限数】 × 100	分母は等級から自動決定：Beginner=5／Regular=5／Chief=5／AM Ⅰ=3／AM Ⅱ=2／Manager Ⅰ=2／Manager Ⅱ=2
2	ヒヤリ報告件数	個人・事業所実績	件	q2_1 + q2_2 + q2_3	Regular/Chief＝本人が報告した件数、AM/Manager＝事業所全体。フォームの説明文を等級で切り替える
3	報告書送付率	事業所実績	%	q3_1 ÷ q3_2 × 100	-
4	昇給率	個人実績	%	q4_1 ÷ q4_2 × 100	-
5	見学会参加率	事業所実績	%	q5_1 ÷ q5_2 × 100	-
6	単価率	事業所実績	%	( q6_1 ÷ q6_2 ) ÷ q6_3 × 100	-
7	面談実施率	管理者実績	%	q7_1 ÷ ( q7_2 × 【等級別の1人あたり必要回数】 ) × 100	AM=3回（対象=Reg・Beg・Pt）／Manager=2回（対象=AM・Chief）
8	残業率	事業所実績	%	q8_1 ÷ q8_2 × 100	-
9	売上達成率	事業所実績	%	q9_1 ÷ q9_2 × 100	-
10	利用率90％以上	事業所実績	%	q10_1 ÷ ( q10_2 × q10_3 × 0.9 ) × 100	目標利用率90%は固定値。変更する場合は係数0.9を変える
11	スタッフ定着率	事業所実績	%	q11_3 ÷ ( q11_1 + q11_2 ) × 100	-
12	加算取得率	事業所実績	%	q12_1 ÷ q12_2 × 100	-
13	利用者満足度	事業所実績	%	q13_1 ÷ q13_2 × 100	-
14	新規契約件数	事業所実績	%	q14_1 ÷ q14_2 × 100	-
15	欠員日数	事業所実績	日	q15_1（日数をそのまま実績値とする）	-
16	モニタリング実施率100％	事業所実績	%	q16_1 ÷ q16_2 × 100	-
17	個別支援計画期限遵守100％	事業所実績	%	q17_1 ÷ q17_2 × 100	-
18	家族面談実施率	事業所実績	%	q18_1 ÷ ( q18_2 × q18_3 ) × 100	-
19	利用者継続率	事業所実績	%	q19_3 ÷ ( q19_1 + q19_2 − q19_4 ) × 100	前向きな終了 q19_4 を分母から控除
20	研修参加率	個人実績	%	q20_1 ÷ q20_2 × 100	-
21	支援計画実施率	個人・事業所実績	%	q21_1 ÷ q21_2 × 100	-
22	ヒヤリハット提出件数	事業所実績	%	q22_1 ÷ ( q22_2 × 18 ) × 100	1人あたり半期18件が基準（固定値）
23	利用者・保護者アンケート	事業所実績	%	q23_1 ÷ q23_2 × 100	-
24	利益率	事業所実績	%	( q24_1 ÷ q24_2 × 100 ) ÷ q24_3 × 100	予算利益率に対する達成度
25	品質	事業所実績	%	q25_1 ÷ q25_2 × 100	-
26	チームワーク	個人実績	点	q26_1（行動指針「連帯性」の評価点をそのまま実績値とする）	模範3／信頼2／安定1／不安定0／悪影響-1
27	改善提案	個人実績	件	q27_1（件数をそのまま実績値とする）	-
28	顧客満足度	事業所実績	%	q28_1 ÷ q28_2 × 100	-
29	納期厳守	個人・事業所実績	%	q29_1 ÷ q29_2 × 100	-
30	リピート率	事業所実績	%	q30_1 ÷ q30_2 × 100	-
31	ミス件数	事業所実績	件	q31_1（件数をそのまま実績値とする）	-
32	チーム目標達成率	事業所実績	%	q32_1 ÷ q32_2 × 100	-
33	契約件数	事業所実績	%	q33_1 ÷ q33_2 × 100	-

# ============================================================
# 【7】フォーム設問（共通4問＋項目別69問 = 73問）
# 列: 設問ID / 項目No / 設問文 / 回答形式 / 単位 / 必須 / 入力チェック / 計算での役割 / 対象等級
# ============================================================
c_1	共通	氏名を入力してください	記述式（テキスト）	-	必須	-	識別	全等級
c_2	共通	所属事業所を選択してください	プルダウン	-	必須	-	識別	全等級
c_3	共通	等級を選択してください	プルダウン（Beginner／Regular／Chief／AM Ⅰ／AM Ⅱ／Manager Ⅰ／Manager Ⅱ）	-	必須	-	配点・分母の自動決定	全等級
c_4	共通	対象の半期を選択してください	プルダウン（4月〜9月／10月〜3月）	-	必須	-	識別	全等級
q1_1	1	半期に達成した等級要件の件数を入力してください（件）	記述式（数値）	件	必須	0以上の整数	分子	Beginner／Regular／Chief／AM／Manager
q2_1	2	半期のA群（支援・関わり）のヒヤリハット報告件数を入力してください（件）	記述式（数値）	件	必須	0以上の整数	分子（合算）	Regular／Chief／AM／Manager
q2_2	2	半期のB群（プログラム・授産・イベント）のヒヤリハット報告件数を入力してください（件）	記述式（数値）	件	必須	0以上の整数	分子（合算）	Regular／Chief／AM／Manager
q2_3	2	半期のC群（運営・環境）のヒヤリハット報告件数を入力してください（件）	記述式（数値）	件	必須	0以上の整数	分子（合算）	Regular／Chief／AM／Manager
q3_1	3	半期に送付した報告書の件数を入力してください（件）	記述式（数値）	件	必須	0以上の整数	分子	Regular／Chief／AM／Manager
q3_2	3	半期に送付が必要だった報告書の件数を入力してください（件）※事業所モニタ後（本人が希望する箇所）＋計画相談へ計画モニタ前 の合計	記述式（数値）	件	必須	1以上の整数	分母	Regular／Chief／AM／Manager
q4_1	4	自身＋自身以下スタッフの半期昇給額の合計を入力してください（円）	記述式（数値）	円	必須	0以上の整数	分子	Chief／AM／Manager
q4_2	4	自身＋自身以下スタッフの半期昇給可能額の合計を入力してください（円）	記述式（数値）	円	必須	1以上の整数	分母	Chief／AM／Manager
q5_1	5	半期の見学者数を入力してください（人）	記述式（数値）	人	必須	0以上の整数	分子	Chief／AM／Manager
q5_2	5	半期に必要だった見学者数を入力してください（人）※予算上の必要獲得利用者数 ÷ 見学→利用の転換率	記述式（数値）	人	必須	1以上の整数	分母	Chief／AM／Manager
q6_1	6	半期の請求総額を入力してください（円）	記述式（数値）	円	必須	0以上の整数	分子	Chief／AM／Manager
q6_2	6	半期の延べ利用人数を入力してください（人日）	記述式（数値）	人日	必須	1以上の整数	分母	Chief／AM／Manager
q6_3	6	当該事業の基本単価＋各種加算の想定単価を入力してください（円）	記述式（数値）	円	必須	1以上の整数	分母	Chief／AM／Manager
q7_1	7	半期に実施した面談の回数を入力してください（回）	記述式（数値）	回	必須	0以上の整数	分子	AM／Manager
q7_2	7	面談対象のスタッフ人数を入力してください（人）	記述式（数値）	人	必須	1以上の整数	分母	AM／Manager
q8_1	8	半期の事業所残業実績額を入力してください（円）	記述式（数値）	円	必須	0以上の整数	分子	Manager
